Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
staycaytion,staycation baby hotel baby cot provided us room clean good view bay asenth helpful baggage dined landing point la brasserie served cordial staff emma attentive needs requests pool roof great view pleasant stay hotel enjoyed,5,2,staycaytionstaycation baby hotel baby cot provided us room clean good view bay asenth helpful baggage dined landing point la brasserie served cordial staff emma attentive needs requests pool roof great view pleasant stay hotel enjoyed,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.959}",0.959,2
afternoon tea,great service team half came afternoon tea celebrated birthday served complimentary slice cake took photo us photo eventually printed form memento us bring back super nice gesture food wise teas coffees scones savouries free flow sweets items left good impression scones king salmon choux duck rillettes saffron mini bagel coconut raspberry rose ispahan overall really good place visit want enjoyable afternoon tea great view,4,2,afternoon teagreat service team half came afternoon tea celebrated birthday served complimentary slice cake took photo us photo eventually printed form memento us bring back super nice gesture food wise teas coffees scones savouries free flow sweets items left good impression scones king salmon choux duck rillettes saffron mini bagel coconut raspberry rose ispahan overall really good place visit want enjoyable afternoon tea great view,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9892}",0.9892,2
ms erica megan,wonderful experience maria emma treated us kindness hospitality throughout afternoon tea tier set tea coffee tasted great ambience landing point perfect relaxing afternoon would recommend anyone looking nice afternoon tea experience come,5,2,ms erica meganwonderful experience maria emma treated us kindness hospitality throughout afternoon tea tier set tea coffee tasted great ambience landing point perfect relaxing afternoon would recommend anyone looking nice afternoon tea experience come,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9601}",0.9601,2
good service,kumar service staff simple awesome gives good suggestion environment good food decent view good currently restaurant running lobsters promotion worth trying look kumar loss order,4,2,good servicekumar service staff simple awesome gives good suggestion environment good food decent view good currently restaurant running lobsters promotion worth trying look kumar loss order,"{'neg': 0.059, 'neu': 0.488, 'pos': 0.452, 'compound': 0.936}",0.936,2
great drinks,siibil provides excellent service gin parlour highly recommended sunset pleasant experience drinks serve elegant well considered atmosphere wonderful anyone singapore stop drink,5,2,great drinkssiibil provides excellent service gin parlour highly recommended sunset pleasant experience drinks serve elegant well considered atmosphere wonderful anyone singapore stop drink,"{'neg': 0.056, 'neu': 0.379, 'pos': 0.565, 'compound': 0.9646}",0.9646,2
fullerton bay hotel singapore impeccable service superb ambience,booked n wife birthday absolutely impressed everything service rendered staff consistent throughout hotel dining outlets front desk butlers almost everyone great photographers sweet gesture surprising wife balloons complimentary birthday cake room special thanks samantha foh asenth butler going extra mile amazing customer service,5,2,fullerton bay hotel singapore impeccable service superb ambiencebooked n wife birthday absolutely impressed everything service rendered staff consistent throughout hotel dining outlets front desk butlers almost everyone great photographers sweet gesture surprising wife balloons complimentary birthday cake room special thanks samantha foh asenth butler going extra mile amazing customer service,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9812}",0.9812,2
beautiful place great customer service,first visit landing point great afternoon high tea experience food alright really creative dishes view setting lovely even rain damper spirits cause felt cosy customer service fantastic hosted us beautifully even went beyond instant print photos birthday celebrations thank landing point,4,2,beautiful place great customer servicefirst visit landing point great afternoon high tea experience food alright really creative dishes view setting lovely even rain damper spirits cause felt cosy customer service fantastic hosted us beautifully even went beyond instant print photos birthday celebrations thank landing point,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9847}",0.9847,2
high tea landing point,organised double birthday celebration landing point weekend high tea wonderful time one best seats house full view bay service especially kumar marie excellent attentive friendly thanks also complimentary cake printed pic birthday celebration thoughtful touch atmosphere service always top notch makes slightly underwhelming food never less trip fullerton always treat highly recommend,5,2,high tea landing pointorganised double birthday celebration landing point weekend high tea wonderful time one best seats house full view bay service especially kumar marie excellent attentive friendly thanks also complimentary cake printed pic birthday celebration thoughtful touch atmosphere service always top notch makes slightly underwhelming food never less trip fullerton always treat highly recommend,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.983}",0.983,2
great service food,excellent service food great time family highly recommend everyone try joint definitely come back whenever chance special commendation win team,5,2,great service foodexcellent service food great time family highly recommend everyone try joint definitely come back whenever chance special commendation win team,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.969}",0.969,2
high tea,celebrated sister hen party high tea landing point great coffee food service really appreciate sweet touches service congratulatory gestures absolutely enjoyed high tea,5,2,high teacelebrated sister hen party high tea landing point great coffee food service really appreciate sweet touches service congratulatory gestures absolutely enjoyed high tea,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9491}",0.9491,2
wow fullertonbay hotel,always thought higher floor would amazing experience proven wrong soon entered designated bayview l already idea luxurious room would however biggest surprise large balcony right front bay facing mbs almost give feeling seeing infinity pool room full luxurious vibe color interior furniture fixture filling high ceiling room felt large enough enjoy stay bed picky linens pillows duvet cover mattress definitely comfy lux balmain pillows typical size appreciate good enough pamper head legs body bathroom,5,2,wow fullertonbay hotelalways thought higher floor would amazing experience proven wrong soon entered designated bayview l already idea luxurious room would however biggest surprise large balcony right front bay facing mbs almost give feeling seeing infinity pool room full luxurious vibe color interior furniture fixture filling high ceiling room felt large enough enjoy stay bed picky linens pillows duvet cover mattress definitely comfy lux balmain pillows typical size appreciate good enough pamper head legs body bathroom,"{'neg': 0.034, 'neu': 0.721, 'pos': 0.245, 'compound': 0.954}",0.954,2
afternoon tea,went national day afternoon tea good spread afternoon tea selections great view overseeing marina bay sands staffs kumar daniel tyson especially lovely attentive service,5,2,afternoon teawent national day afternoon tea good spread afternoon tea selections great view overseeing marina bay sands staffs kumar daniel tyson especially lovely attentive service,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.902}",0.902,2
stunning view great service,went gin parlour bay friend pre birthday party loved sat outside view nice weather great service karen siibil exceptional friendly n helpful see u soon,5,2,stunning view great servicewent gin parlour bay friend pre birthday party loved sat outside view nice weather great service karen siibil exceptional friendly n helpful see u soon,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.9825}",0.9825,2
splendid stay fullerton bay hotel,splendid stay fullerton bay hotel staff service food room impeccable like give special thanks ms emma assistant manager working thank much friendly greetings every morning makes stay special love come back next time,5,2,splendid stay fullerton bay hotelsplendid stay fullerton bay hotel staff service food room impeccable like give special thanks ms emma assistant manager working thank much friendly greetings every morning makes stay special love come back next time,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.9783}",0.9783,2
afternoon tea fullerton landing point,truly enjoyed afternoon landing point really kept us coming back service staff today served emma shared vegan set today little disappointing compared last one took feedback chef came back new vegan items truly excellent example putting customers heart everything also friendly joyful simply great person speak food may star today emma service bring back well done,5,2,afternoon tea fullerton landing pointtruly enjoyed afternoon landing point really kept us coming back service staff today served emma shared vegan set today little disappointing compared last one took feedback chef came back new vegan items truly excellent example putting customers heart everything also friendly joyful simply great person speak food may star today emma service bring back well done,"{'neg': 0.037, 'neu': 0.641, 'pos': 0.322, 'compound': 0.9709}",0.9709,2
th wedding anniversary fullerton bay hotel singapore,thank fullertonbayhotel sweet treats starting welcoming suprise fabulous room decorations balloons set rose petals arrangements wedding teddy bears teddy bears kids cake unlimited kids play materials ice cream macaroons hard copy print photos got slice cake every restaurant dine indeed truly pleased staycation experience hotel made wedding anniversary memorable special highly recommend fullertonbayhotelsg fullertonhotel fullertonbayhotel fullertonhotel thank staff especially princess cordero cristina la brasserie germa lantern landing point staff customer service exceed expectations single details need,5,2,th wedding anniversary fullerton bay hotel singaporethank fullertonbayhotel sweet treats starting welcoming suprise fabulous room decorations balloons set rose petals arrangements wedding teddy bears teddy bears kids cake unlimited kids play materials ice cream macaroons hard copy print photos got slice cake every restaurant dine indeed truly pleased staycation experience hotel made wedding anniversary memorable special highly recommend fullertonbayhotelsg fullertonhotel fullertonbayhotel fullertonhotel thank staff especially princess cordero cristina la brasserie germa lantern landing point staff customer service exceed expectations single details need,"{'neg': 0.014, 'neu': 0.728, 'pos': 0.258, 'compound': 0.9722}",0.9722,2
th wedding anniversary staycation fullerton bay hotel,happy satisfied stay warm welcome hospitality staffs princess cristina assisted us every way needs superb service surely come back hotel facilities service provided us good job keep thank,5,2,th wedding anniversary staycation fullerton bay hotelhappy satisfied stay warm welcome hospitality staffs princess cristina assisted us every way needs superb service surely come back hotel facilities service provided us good job keep thank,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.959}",0.959,2
afternoon tea,national day special high tea service staff kumar min attentive responsive requests food absolutely fantastic came refillable beverages savories,5,2,afternoon teanational day special high tea service staff kumar min attentive responsive requests food absolutely fantastic came refillable beverages savories,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8439}",0.8439,2
afternoon tea landing point,excellent service kumar daniel tyson team beautiful views marina love ambience tall glass windows mention delicious food afternoon tea national day themed introductions item three tier tray thanks guys,5,2,afternoon tea landing pointexcellent service kumar daniel tyson team beautiful views marina love ambience tall glass windows mention delicious food afternoon tea national day themed introductions item three tier tray thanks guys,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9403}",0.9403,2
high tea landing point,service provided staff landing point good kumar maria friendly beginning end made experience enjoyable one view also beautiful however time around national day menu unlike usual standard abit disappointing overall would still come back usual menu thank staff,4,2,high tea landing pointservice provided staff landing point good kumar maria friendly beginning end made experience enjoyable one view also beautiful however time around national day menu unlike usual standard abit disappointing overall would still come back usual menu thank staff,"{'neg': 0.06, 'neu': 0.653, 'pos': 0.287, 'compound': 0.9042}",0.9042,2
afternoon tea,afternoon high tea set good service staffs kjmar daniel tyson attentive really enjoyed definately come back another round afternoon high tea,5,2,afternoon teaafternoon high tea set good service staffs kjmar daniel tyson attentive really enjoyed definately come back another round afternoon high tea,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7574}",0.7574,2
birthday,national day high tea edition wasnt nice food tasted weird personally however service wonderful always kumar best maria stars made experience nice back nice view wonderful service,4,2,birthdaynational day high tea edition wasnt nice food tasted weird personally however service wonderful always kumar best maria stars made experience nice back nice view wonderful service,"{'neg': 0.216, 'neu': 0.496, 'pos': 0.288, 'compound': 0.7099}",0.7099,2
afternoon tea,beautiful relaxing scenery great food attentive friendly staff experience amazing special thanks service staffs kumar daniel tyson made dining memorable,5,2,afternoon teabeautiful relaxing scenery great food attentive friendly staff experience amazing special thanks service staffs kumar daniel tyson made dining memorable,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.9633}",0.9633,2
wonderful dinner la brasserie,back years steak er frites lobster l americaine food still great excellent service staff attentive friendly keep great work,5,2,wonderful dinner la brasserieback years steak er frites lobster l americaine food still great excellent service staff attentive friendly keep great work,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9628}",0.9628,2
perfect service,sibiil service excellent atmosphere good view awesome service good awesome get together friends come back place chill relax facing calm river mbs view opposite,5,2,perfect servicesibiil service excellent atmosphere good view awesome service good awesome get together friends come back place chill relax facing calm river mbs view opposite,"{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9829}",0.9829,2
gin parlour,ambience place really nice along singapore bay area sibiil attentive provided great service drinks priced reasonably good quality highly recommended,5,2,gin parlourambience place really nice along singapore bay area sibiil attentive provided great service drinks priced reasonably good quality highly recommended,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9039}",0.9039,2
national day menu,comfortable enjoyable afternoon tea singapore national day serving local flavours sweets savoury really fancy prefer menu previous visit good tea selection lotha quick meet needs refills would return menu,3,1,national day menucomfortable enjoyable afternoon tea singapore national day serving local flavours sweets savoury really fancy prefer menu previous visit good tea selection lotha quick meet needs refills would return menu,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.8402}",0.8402,2
awesome food fantastic service breathtaking view,came celebrate gal pal birthday impressed service accorded anna attentive helpful request birthday gal thank much definitely back dine wine,5,2,awesome food fantastic service breathtaking viewcame celebrate gal pal birthday impressed service accorded anna attentive helpful request birthday gal thank much definitely back dine wine,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9764}",0.9764,2
dinner la brasserie,excellent service nice ambience kudos kumar making wonderful evening memorable anniversary celebration wife food good highly recommend beef cheeks definitely comeback thanks kumar mr win excellent service,5,2,dinner la brasserieexcellent service nice ambience kudos kumar making wonderful evening memorable anniversary celebration wife food good highly recommend beef cheeks definitely comeback thanks kumar mr win excellent service,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.981}",0.981,2
well rested,booked directly website dining credits ird however food portion ridiculously small compared sister hotel fullerton hotel otherwise service staff polite room awesome included breakfast delicious,4,2,well restedbooked directly website dining credits ird however food portion ridiculously small compared sister hotel fullerton hotel otherwise service staff polite room awesome included breakfast delicious,"{'neg': 0.067, 'neu': 0.587, 'pos': 0.346, 'compound': 0.875}",0.875,2
lunch time,vin kumar exceptional staff visit la brasserie lovely time lunch food great overall experience simply awesome staff friendly,5,2,lunch timevin kumar exceptional staff visit la brasserie lovely time lunch food great overall experience simply awesome staff friendly,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9451}",0.9451,2
unforgettable experience,first time visiting lantern say wow incredible view paired kind attentive staff make perfect location occasion loges zool provided outstanding star service crafted unforgettable experience wife anniversary arrived escorted table overlooking marina bay killer view planned drinks staff knowing anniversary plans mind halfway drinks loges came small complimentary cake offered take pictures us capture special night extremely surprised equally impressed end longes came back towards end visit delivered,5,2,unforgettable experiencefirst time visiting lantern say wow incredible view paired kind attentive staff make perfect location occasion loges zool provided outstanding star service crafted unforgettable experience wife anniversary arrived escorted table overlooking marina bay killer view planned drinks staff knowing anniversary plans mind halfway drinks loges came small complimentary cake offered take pictures us capture special night extremely surprised equally impressed end longes came back towards end visit delivered,"{'neg': 0.048, 'neu': 0.664, 'pos': 0.288, 'compound': 0.9672}",0.9672,2
high tea really good,national day special high tea food great service great waiter daniel splendid efficient could special order food contain meat scones really good even got high quali tea view,5,2,high tea really goodnational day special high tea food great service great waiter daniel splendid efficient could special order food contain meat scones really good even got high quali tea view,"{'neg': 0.0, 'neu': 0.501, 'pos': 0.499, 'compound': 0.9748}",0.9748,2
vaxxed celebration,perfect spot watch ndp rehearsal view marina social distancing observed protocols safety followed price reasonable amazing quality food drink staff friendly intrusive kudos sibil anthony katrina outstanding service convinced us sign reward program expect back,5,2,vaxxed celebrationperfect spot watch ndp rehearsal view marina social distancing observed protocols safety followed price reasonable amazing quality food drink staff friendly intrusive kudos sibil anthony katrina outstanding service convinced us sign reward program expect back,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9735}",0.9735,2
afternoon tea fullerton bay hotel,wonderful afternoon tea landing point fullerton bay hotel free flow savouries scones favourite caramlised soy pull pork crispy mini bun sweets delightful well teh banana tart surprisingly tasty entire experience enhanced attention lotha tyson children enjoyed pampered thank much,5,2,afternoon tea fullerton bay hotelwonderful afternoon tea landing point fullerton bay hotel free flow savouries scones favourite caramlised soy pull pork crispy mini bun sweets delightful well teh banana tart surprisingly tasty entire experience enhanced attention lotha tyson children enjoyed pampered thank much,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9607}",0.9607,2
night fullerton,excellent drink perfect gin tonic chose cleanse tonic recommended great evening facing marina bay thank sibiil kind service come back early enjoy great cocktail beautiful view,5,2,night fullertonexcellent drink perfect gin tonic chose cleanse tonic recommended great evening facing marina bay thank sibiil kind service come back early enjoy great cocktail beautiful view,"{'neg': 0.0, 'neu': 0.416, 'pos': 0.584, 'compound': 0.9792}",0.9792,2
amber,chloe provided good service good time food delicious slightly priced compare quality portion however memorable night indeed supreme location friendly service,4,2,amberchloe provided good service good time food delicious slightly priced compare quality portion however memorable night indeed supreme location friendly service,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.946}",0.946,2
high tea landing point,fabulous experience crew kumar tyson daniel coffee heavenly aromatic high tea items extremely delicious presented three tiered stand enjoyed experience overall,5,2,high tea landing pointfabulous experience crew kumar tyson daniel coffee heavenly aromatic high tea items extremely delicious presented three tiered stand enjoyed experience overall,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9061}",0.9061,2
high tea landing point,wonderful service tyson kumar daniel nice food ambience love coffee aromatic enjoyed whole experience would definitely back try food landing point,5,2,high tea landing pointwonderful service tyson kumar daniel nice food ambience love coffee aromatic enjoyed whole experience would definitely back try food landing point,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9186}",0.9186,2
belated birthday treat,belated bd treat love landing point try national day afternoon tea said savories good staffs kumar daniel friendly attentive definitely come back theme,5,2,belated birthday treatbelated bd treat love landing point try national day afternoon tea said savories good staffs kumar daniel friendly attentive definitely come back theme,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9403}",0.9403,2
hi tea,would like thank mr kumar mr daniel attentiveness friendliness towards us approachable time hi tea menu good definitely one repeated favourite place come thanks kumar daniel keep good service hope see guys soon,5,2,hi teawould like thank mr kumar mr daniel attentiveness friendliness towards us approachable time hi tea menu good definitely one repeated favourite place come thanks kumar daniel keep good service hope see guys soon,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9652}",0.9652,2
awesome service spectacular view,want specifically shout mr sibil excellent service dedication work kudos top great place hang friends especially night cozy relaxing stress reliever thanks fullerton,5,2,awesome service spectacular viewwant specifically shout mr sibil excellent service dedication work kudos top great place hang friends especially night cozy relaxing stress reliever thanks fullerton,"{'neg': 0.059, 'neu': 0.335, 'pos': 0.606, 'compound': 0.978}",0.978,2
dinner la brasserie,dinner partner la brasserie food top notch matched attentive warm service provided kumar daniel service staff polite accommodating taking initiative help us split food servings knowing planning share thanks kumar daniel,5,2,dinner la brasseriedinner partner la brasserie food top notch matched attentive warm service provided kumar daniel service staff polite accommodating taking initiative help us split food servings knowing planning share thanks kumar daniel,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8591}",0.8591,2
drinks dinner,loges waiter fantastic hospitable attentive professional warm welcoming views also spectacular highly recommend chocolate cake dessert wonderful ending lovely evening,5,2,drinks dinnerloges waiter fantastic hospitable attentive professional warm welcoming views also spectacular highly recommend chocolate cake dessert wonderful ending lovely evening,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.9565}",0.9565,2
good service,sibiil attentive kind move seats smoking area made sure table dry seats great able drink smoke time would come back,5,2,good servicesibiil attentive kind move seats smoking area made sure table dry seats great able drink smoke time would come back,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9136}",0.9136,2
mister,absolutely wonderful place start celebration special occasion truly good friend however made even joyful experience staff serving would like name especially kumar cheerful friendly created relaxing atmosphere us indulge rest staff members like maria daniel last least tyson attentive approachable piece complimentary cake offered photo taken us keep souvenir definitely visit beautiful elegant cafe near future friends family keep good work,5,2,misterabsolutely wonderful place start celebration special occasion truly good friend however made even joyful experience staff serving would like name especially kumar cheerful friendly created relaxing atmosphere us indulge rest staff members like maria daniel last least tyson attentive approachable piece complimentary cake offered photo taken us keep souvenir definitely visit beautiful elegant cafe near future friends family keep good work,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9947}",0.9947,2
one best services ever,doubt service consistently amazing one many reasons keep coming back place afternoon tea cravings food exquisite tea selection beyond excellent big shout kumar best person ever thank making afternoon memorable one,5,2,one best services everdoubt service consistently amazing one many reasons keep coming back place afternoon tea cravings food exquisite tea selection beyond excellent big shout kumar best person ever thank making afternoon memorable one,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9607}",0.9607,2
excellient service,welcoming experience first time dining fullerton bay experience warm welcoming staff friendly tend needs return back time dining experience also consider staycation,5,2,excellient servicewelcoming experience first time dining fullerton bay experience warm welcoming staff friendly tend needs return back time dining experience also consider staycation,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7906}",0.7906,2
fantastic stay young kids,thoroughly enjoyed time bay view room every staffs mean attentive friendly continually made efforts ensure well taken care good children would often engage made children feel special big shout mr olivia yugen extremely welcoming check surprises come entered sparkling clean room view die day night birthday cake c w handwritten greeting card fullerton bay captain bear birthday boy makes memorable surprised gesture thankful catch name lovely lady served us breakfast attentive needs truly thankful,5,2,fantastic stay young kidsthoroughly enjoyed time bay view room every staffs mean attentive friendly continually made efforts ensure well taken care good children would often engage made children feel special big shout mr olivia yugen extremely welcoming check surprises come entered sparkling clean room view die day night birthday cake c w handwritten greeting card fullerton bay captain bear birthday boy makes memorable surprised gesture thankful catch name lovely lady served us breakfast attentive needs truly thankful,"{'neg': 0.034, 'neu': 0.483, 'pos': 0.482, 'compound': 0.9932}",0.9932,2
fantastic view marina bay,restaurant good service food well recommend come back anytime especially sibil excellent service wed evening come back drinks food service fantastic evening thank,5,2,fantastic view marina bayrestaurant good service food well recommend come back anytime especially sibil excellent service wed evening come back drinks food service fantastic evening thank,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.9647}",0.9647,2
awesome stay afternoon tea,great stay awesome service wonderful national day afternoon tea room clean specially made wedding anniversary truly magical stay special shout rhea ms sharon ng doe making possible wife thrilled views pool great feeling refreshed stay national day afternoon tea served us kamar lotha tyson service efficient attentive amazing selection teas great end short staycation,5,2,awesome stay afternoon teagreat stay awesome service wonderful national day afternoon tea room clean specially made wedding anniversary truly magical stay special shout rhea ms sharon ng doe making possible wife thrilled views pool great feeling refreshed stay national day afternoon tea served us kamar lotha tyson service efficient attentive amazing selection teas great end short staycation,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9904}",0.9904,2
good choice romantic date,food cleanliness ambience service good kumar attended us well groomed polite attentive without intrusive enjoyed ordered french onion soup prawn n chorizo duck confit steak n frites delicious,5,2,good choice romantic datefood cleanliness ambience service good kumar attended us well groomed polite attentive without intrusive enjoyed ordered french onion soup prawn n chorizo duck confit steak n frites delicious,"{'neg': 0.068, 'neu': 0.575, 'pos': 0.357, 'compound': 0.8909}",0.8909,2
mr lee,kumar read mind knows every drink top savouries mind speak ambience nice good company high tea completed special turmeric cappuccino elegant high tea tier stand,5,2,mr leekumar read mind knows every drink top savouries mind speak ambience nice good company high tea completed special turmeric cappuccino elegant high tea tier stand,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9062}",0.9062,2
casual high tea,nice ambience services good job kumar hilarious friendly personality keep spirit food delicious pleasant palate drinks great nice scenery great hospitality,5,2,casual high teanice ambience services good job kumar hilarious friendly personality keep spirit food delicious pleasant palate drinks great nice scenery great hospitality,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.9823}",0.9823,2
outstanding service,would like extend greatest appreciation following employee made fullerton bay amazing well unforgettable memory employees oliver umar loges anna germa roy chef freddie see next year celebrate wedding anniversary,5,2,outstanding servicewould like extend greatest appreciation following employee made fullerton bay amazing well unforgettable memory employees oliver umar loges anna germa roy chef freddie see next year celebrate wedding anniversary,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.9758}",0.9758,2
topnotch service awesome view,topnotch personalised service awesome view bf good kudos kumar super friendly customer oriented room dining team even gave unforgettable surprise memento us keep none ever elsewhere,5,2,topnotch service awesome viewtopnotch personalised service awesome view bf good kudos kumar super friendly customer oriented room dining team even gave unforgettable surprise memento us keep none ever elsewhere,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.9738}",0.9738,2
brilliant,first time dine service brilliant loges looked us well might try even restaurants open steak champagne stunning views including warm national day light shows relaxing swim city skyline much better office,5,2,brilliantfirst time dine service brilliant loges looked us well might try even restaurants open steak champagne stunning views including warm national day light shows relaxing swim city skyline much better office,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9493}",0.9493,2
spectacular mbs view rooms improvement,stayed one night celebrate advance anniversary boyfriend birthday good hospitality fullerton bay hotel arranged amenities us worth paying upgrade bay view room however small issues made stay little imperfect first reception staff really look welcoming us despite weekday hotel occupancy full okay understand hotels facing manning issue might stuff second information given correct regarding dining credit however duty managers helpful assisted us sort sorry get first dm name second one guy starts ba something third,3,1,spectacular mbs view rooms improvementstayed one night celebrate advance anniversary boyfriend birthday good hospitality fullerton bay hotel arranged amenities us worth paying upgrade bay view room however small issues made stay little imperfect first reception staff really look welcoming us despite weekday hotel occupancy full okay understand hotels facing manning issue might stuff second information given correct regarding dining credit however duty managers helpful assisted us sort sorry get first dm name second one guy starts ba something third,"{'neg': 0.036, 'neu': 0.759, 'pos': 0.206, 'compound': 0.94}",0.94,2
nice hotel stay,hotel really nice busy time room great view marina bay breakfast nice lovely pool great staff shout sibil friendly professional attentive,5,2,nice hotel stayhotel really nice busy time room great view marina bay breakfast nice lovely pool great staff shout sibil friendly professional attentive,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.9738}",0.9738,2
work ation,great break office shenton suite complimentary high tea spectacular working amazing views marina bay relief hard week hour pool right sunset highlight siibil taking care swimming pool attentive made sure everything need catch name gentleman checked also hospitable one best stays anywhere bad today short hours come back sure,5,2,work ationgreat break office shenton suite complimentary high tea spectacular working amazing views marina bay relief hard week hour pool right sunset highlight siibil taking care swimming pool attentive made sure everything need catch name gentleman checked also hospitable one best stays anywhere bad today short hours come back sure,"{'neg': 0.071, 'neu': 0.579, 'pos': 0.35, 'compound': 0.9601}",0.9601,2
star honeymoon star hotel,chose fullerton bay hotel honeymoon reviews boy deliver wonderful experience exactly experience stay everything near perfect staffs room view food duty manager ummar really friendly really sweet give us pm late check practically one day room also met nice uncle manning pool shared experience hotel made sure always hd ice cold water hot sunny day everyone met fullerton bay experience deserves personalised review unfortunately cannot remember names oh way bathtub television bidet toilet would,5,2,star honeymoon star hotelchose fullerton bay hotel honeymoon reviews boy deliver wonderful experience exactly experience stay everything near perfect staffs room view food duty manager ummar really friendly really sweet give us pm late check practically one day room also met nice uncle manning pool shared experience hotel made sure always hd ice cold water hot sunny day everyone met fullerton bay experience deserves personalised review unfortunately cannot remember names oh way bathtub television bidet toilet would,"{'neg': 0.025, 'neu': 0.715, 'pos': 0.26, 'compound': 0.9696}",0.9696,2
amazing lovely staycay,lovely service staff fullerton bay stay check breeze arranged birthday cake balloons fiance really nice room dining food amazing everyone lovely breakfast service kumar mano amazing well worth every penny definitely come,5,2,amazing lovely staycaylovely service staff fullerton bay stay check breeze arranged birthday cake balloons fiance really nice room dining food amazing everyone lovely breakfast service kumar mano amazing well worth every penny definitely come,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.9814}",0.9814,2
star experience service,great stay ourstanding experience enhanced duty manager ummar exceptionally helpful dedicated give us best experience stay partner celebrated anniversary birthday mr ummar kind enough provide room upgrade fantastic view mbs love room deco cute bear well many thanks siibil pool duty well super helpful patient helping us take many great photos well back,5,2,star experience servicegreat stay ourstanding experience enhanced duty manager ummar exceptionally helpful dedicated give us best experience stay partner celebrated anniversary birthday mr ummar kind enough provide room upgrade fantastic view mbs love room deco cute bear well many thanks siibil pool duty well super helpful patient helping us take many great photos well back,"{'neg': 0.0, 'neu': 0.434, 'pos': 0.566, 'compound': 0.9939}",0.9939,2
